Code,Name,Address 1,Address 2,Address 3,Address 4,Address 5,Postcode,Type,Parent Organisation Code,Parent Organisation Name,,,,,,,,,,,,
L83029,Southover Medical Practice,Bronshill Road,,,Torquay,Devon,TQ1 3HD,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RA90L,Chilcote Surgeries - Dewerstone,Chilcote Practice,,,Torquay,Devon,TQ1 3LA,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83013,Brunel Medical Practice,Babbacombe Surgery,St. Albans Road,Babbacombe,Torquay,Devon,TQ1 3SL,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RA90F,Brunel Medical Practices- Kirkham,St. Albans Road,,,Torquay,Devon,TQ1 3SL,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83111001,Chilcote Practice: Chilcote Surgery,104 Chatto Road,,,Torquay,Devon,TQ1 4HY,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RA90G,Brunel Medical Practices - St Marychurch,Fore Street,St. Marychurch,,Torquay,Devon,TQ1 4QX,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83075,South Brent Health Centre,Plymouth Road,,,South Brent,Devon,TQ10 9HT,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83070,Buckfastleigh Medical Centre,Bossell Road,,,Buckfastleigh,Devon,TQ11 0DE,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83034,Albany Surgery,Grace House,Scott Close,,Newton Abbot,Devon,TQ12 1GJ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83051,Cricketfield Surgery,Cricketfield Road,,,Newton Abbot,Devon,TQ12 2AS,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RA90W,Devon Square Medical Practice,44 Devon Square,,,Newton Abbot,Devon,TQ12 2HH,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RA90A,Albany Surgery,Albany Street,,,Newton Abbot,Devon,TQ12 2TX,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RA91C,Kingsteignton Medical Practice,Whiteway Road,Kingsteignton,,Newton Abbot,Devon,TQ12 3HN,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83666,Buckland Surgery,1 Raleigh Road,Buckland,,Newton Abbot,Devon,TQ12 4HG,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83031,Kingskerswell & Ipplepen Medical Practice,Kingskerswell & Ipplepen Health Centre,School Road,Kingskerswell,Newton Abbot,Devon,TQ12 5DJ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83031001,Kingskerswell & Ipplepen Medical Practice: St. Andrews Medical Centre,Silver Street,Ipplepen,,Newton Abbot,Devon,TQ12 5QA,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83045001,Bovey Tracey & Chudleigh Practice: Tower House Surgery,Market Way,Chudleigh,,Newton Abbot,Devon,TQ13 0HL,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83120002,Channel View Medical Group: Chudleigh Health Centre,Market Way,,,Chudleigh,Devon,TQ13 0JT,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RA90C,Ashburton Surgery,1 Eastern Road,Ashburton,,Newton Abbot,Devon,TQ13 7AP,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83082,Chagford Health Centre,Chagford,,,Newton Abbot,Devon,TQ13 8BW,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83049,Moretonhampstead Health Centre,Embleford Crescent,,,Newton Abbott,Devon,TQ13 8LW,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83045,Bovey Tracey & Chudleigh Practice,Riverside Surgery,Le Molay,Littry Way,Bovey Tracey,Devon,TQ13 9QP,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RA91W,Riverside Surgery (Tower),Le Molay-Littry Way,Bovey Tracey,,Newton Abbot,Devon,TQ13 9QP,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83657001,Teign Estuary Medical Group: Riverside Surgery,Albion Street,,,Shaldon,Devon,TQ14 0DF,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83657,Teign Estuary Medical Group,Glendevon Medical Centre,3 Carlton Place,,Teignmouth,Devon,TQ14 8AB,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RA90X,Glendevon Medical Practice,3 Carlton Place,,,Teignmouth,Devon,TQ14 8AB,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83120,Channel View Medical Group,Channel View Surgery,3 Courtenay Place,,Teignmouth,Devon,TQ14 8AY,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RA90K,Cannel View Surgery,3 Courtenay Place,,,Teignmouth,Devon,TQ14 8AY,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RA90V,Den Crescent Medical Practice,2 Den Crescent,,,Teignmouth,Devon,TQ14 8BG,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83120004,Channel View Medical Group: Kingsdown Clinic,Mill Lane,,,Teignmouth,Devon,TQ14 9BQ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83120001,Channel View Medical Group: Bishopsteignton Surgery,Methodist Church,Fore Street,,Teignmouth,Devon,TQ14 9QP,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RA9AR,Abbey Road Surgery Rooms,Abbey Road,,,Torquay,Devon,TQ2 5NH,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83027,Croft Hall Medical Practice,19 Croft Road,,,Torquay,Devon,TQ2 5UA,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RA91T,Walnut Lodge Surgery,1 Walnut Road,,,Torquay,Devon,TQ2 6HP,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83118,Chelston Hall Surgery,Old Mill Road,,,Torquay,Devon,TQ2 6HW,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83013001,Brunel Medical Practice: Shiphay Surgery,13 Collaton Road,Shiphay,,Torquay,Devon,TQ2 7HH,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83118002,Chelston Hall Surgery: The Barton Health Centre,Lymington House,Barton Hill Way,,Torquay,Devon,TQ2 8JG,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RA91K,Pembroke House Surgery,Pembroke House,266-276 Torquay Road,,Paignton,Devon,TQ3 2EZ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83607,Old Farm Surgery,67 Foxhole Road,,,Paignton,Devon,TQ3 3TB,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83103,Corner Place Surgery,46a Dartmouth Road,,,Paignton,Devon,TQ4 5AH,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RA90Y,Grosvenor Road Surgery,17 Grosvenor Road,,,Paignton,Devon,TQ4 5AZ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83014,Mayfield Medical Centre,37 Totnes Road,,,Paignton,Devon,TQ4 5LA,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83014001,Mayfield Medical Centre,Cherry Brook Square,Hookhills Road,,Paignton,Devon,TQ4 7SH,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83055001,Compass House Medical Centres: Galmpton Surgery,2 Langdon Lane,,,Galmpton,Devon,TQ5 0PG,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
E6W6F,Mayfield Medical Centre,Brixham Hospital,Greenswood Road,,Brixham,Devon,TQ5 9HW,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83055,Compass House Medical Centres,King Street,,,Brixham,Devon,TQ5 9TF,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83094,Dartmouth Medical Practice,Wessex Way,,,Dartmouth,Devon,TQ6 0JL,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83059,Norton Brook Medical Centre,Cookworthy Road,,,Kingsbridge,Devon,TQ7 1AE,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83148,Chillington Health Centre,Orchard Way,,,Kingsbridge,Devon,TQ7 2LB,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83088,Redfern Health Centre,Shadycombe Road,,,Salcombe,Devon,TQ8 8DJ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83043,Leatside Surgery,Babbage Road,,,Totnes,Devon,TQ9 5JA,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83146,Catherine House Surgery,Westward House,New Walk,,Totnes,Devon,TQ9 5WB,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RH8J4,Heavitree Health Centre,South Lawn Terrace,,,Exeter,Devon,EX1 2RX,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
10009460,Whipton Community Hosp - Knightshayes,Hospital Lane,Whipton,,Exeter,Devon,EX1 3RB,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
10007062,Sidmouth Health Centre,Blackmore Drive,,,Sidmouth,Devon,EX10 8ET,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RH8D1,Beacon Medical Centre,Sedemuda Road,,,Sidmouth,Devon,EX10 9YA,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
10004701,Culm Valley Integrated Centre For Health,Willand Road,,,Cullompton,Devon,EX15 1FE,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
10004192,Barnes Greenways Bungalow Belmont Hospital,Belmont Road,,,Tiverton,Devon,EX16 5AR,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
10003806,Bull Meadow Clinic,Bull Meadow Road,,,Exeter,Devon,EX2 4JF,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
10004518,Seaton & Colyton Medical Practice: The Colyton Health Centre,Grove Hill,,,Colyton,Devon,EX24 6ET,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RH8H6,St Thomas Health Centre,Cowick Street,,,Exeter,Devon,EX4 1HJ,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
10005015,Foxhayes Practice,117 Exwick Road,,,Exeter,Devon,EX4 2BH,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RH8J2,Exmouth Health Centre,Claremont Grove,,,Exmouth,Devon,EX8 2JF,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
10008109,Withycombe Centre,89 Withycombe Village Road,,,Exmouth,Devon,EX8 3AE,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
10004687,Cumberland Centre - MAIN,Damerel Close,,,Plymouth,Devon,PL1 4JZ,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
10009102,Tavistock Clinic,Plymouth Road,,,Tavistock,Devon,PL19 8BX,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
10007575,Trelawney Clinic,Ham Drive,,,Plymouth,Devon,PL2 2NL,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
10006946,Scott Dental,"Dental Suite, Scott Hospital",Beacon Park Road,,Plymouth,Devon,PL2 2PQ,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RK974,Ivybridge Health Centre,Station Road,,,Ivybridge,Devon,PL21 0AJ,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
K75115,Cattedown Primary Care Centre,8 Cattedown Road,,,Plymouth,Devon,PL4 0BZ,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
K75118,Mount Gould Local Care Centre,200 Mount Gould Road,Mutley Plain,,Plymouth,Devon,PL4 7PY,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
10004736,Dental Access Centre (Nuffield),1A Baring Street,Greenbank,,Plymouth,Devon,PL4 8NF,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
10006925,St Budeaux Health Centre,Stirling Road,,,Plymouth,Devon,PL5 1PL,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
K75116,Mayflower Medical Group: Ernesettle Surgery,Ernesettle Green,,,Plymouth,Devon,PL5 2ST,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
10004769,The Thornberry Centre,Brest Way,Derriford,,Plymouth,Devon,PL6 5XW,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
K75117,Plym Bridge House,4 William Prance Road,,,Plymouth,Devon,PL6 5ZD,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
10007179,Southway Clinic,33 Rockfield Avenue,Southway,,Plymouth,Devon,PL6 6DX,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
8DN16,The Hyperbaric Medical Centre,8 Research Way,Derriford Rd,Derriford,Plymouth,Devon,PL6 8BU,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
10003743,Estover Health Centre,Leypark Walk,Estover,,Plymouth,Devon,PL6 8UE,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
10006585,Plympton Clinic,Station Road,,,Plympton,Devon,PL7 2AU,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
10006586,Plymstock Clinic,Horn Cross Road,,,Plymstock,Devon,PL9 9BU,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RA90J,Castle Circus Health Centre,Abbey Road,,,Torquay,Devon,TQ2 5YH,Polyclinc and General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
J81072,Panton Practice,14 Gervis Road,,,Bournemouth,Dorset,BH1 3EG,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81634,Crescent Providence Surgery,12-14 Walpole Road,,,Bournemouth,Dorset,BH1 4HA,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81033,Talbot Medical Centre,63 Kinson Road,,,Bournemouth,Dorset,BH10 4BX,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81045,Kinson Road Medical Centre,440 Kinson Road,,,Bournemouth,Dorset,BH10 5EY,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81071,Winton Health Centre: Leybourne Surgery,1 Leybourne Avenue,Winton,,Bournemouth,Dorset,BH10 6ES,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81033002,Talbot Medical Centre: Northbourne Surgery,1368 Wimborne Road,,,Bournemouth,Dorset,BH10 7AR,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
RDY79,Pelhams Community Clinic,Millhams Road,,,Bournemouth,Dorset,BH10 7LH,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81045001,Kinson Road Medical Centre: West Howe Clinic,Cunningham Crescent,West Howe,,Bournemouth,Dorset,BH11 8DN,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81070,Banks & Bearwood Medical Practice,Knights Road,Bearwood,,Bournemouth,Dorset,BH11 9ST,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81033001,Talbot Medical Centre: University Medical Centre,Bournemouth University,Talbot House,Talbot Campus,Poole,Dorset,BH12 5BB,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81042,Village Surgery,Gillett Road,Talbot Village,,Poole,Dorset,BH12 5BF,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81012,Shore Medical,Mansfield Road,Parkstone,,Poole,Dorset,BH14 0DJ,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
C3Z8C,Shore Medical: Wessex Road Surgery,Wessex Road,,,Poole,Dorset,BH14 8BQ,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
RDY85,Madeira Road GP Surgery,1 Madeira Road,,,Poole,Dorset,BH14 9ET,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
E9E2I,Lifeboat Quay Medical Centre,Unit A,Lifeboat Quay,,Poole,Dorset,BH15 1AE,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
F3I4W,Access Wellbeing Poole,110 Dolphin Centre,,,Poole,Dorset,BH15 1SZ,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81006004,The Adam Practice: Poole Surgery,117 Longfleet Road,,,Poole,Dorset,BH15 2HX,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81648,Family Medical Services,36 Parkstone Road,,,Poole,Dorset,BH15 2PG,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81064,Poole Town Surgery,36 Parkstone Road,,,Poole,Dorset,BH15 2PG,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81087001,Birchwood Practice: Oakdale Surgery,327 Wimborne Road,,,Poole,Dorset,BH15 3ED,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J5I3B,Shore Medical: Fernside Surgery,2A Hennings Park Road,,,Poole,Dorset,BH15 3QU,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81006,The Adam Practice,306 Blandford Road,Hamworthy,,Poole,Dorset,BH15 4JQ,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81006001,The Adam Practice: Heath Cottage Surgery,40 High Street,Lytchett Matravers,,Poole,Dorset,BH16 6BG,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81086001,Evergreen Oak Survery: Creekmoor Surgery,1 Borley Road,,,Poole,Dorset,BH17 7DT,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81013,Canford Heath Group Practice,9 Mitchell Road,,,Poole,Dorset,BH17 8UE,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81046,Harvey Practice,18 Kirkway,,,Broadstone,Dorset,BH18 8EE,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
E6S5V,Shore Medical: Poole Road Medical Centre,7 Poole Road,,,Bournemouth,Dorset,BH2 5QR,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81025,The Wellbridge Practice,Meadow Lane,Wool,,Wareham,Dorset,BH20 6DR,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
O5H2X,Wool Surgery,Meadow Lane,Wool,,Wareham,Dorset,BH20 6DR,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81631,Sandford Surgery,6A Tyneham Close,Sandford,,Wareham,Dorset,BH20 7BQ,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81020,Bere Regis Surgery,Manor Farm Road,Bere Regis,,Wareham,Dorset,BH20 7HB,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81077,Walford Mill Medical Centre,Knobcrook Road,,,Wimborne,Dorset,BH21 1NL,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81644,The Old Dispensary,32 East Borough,,,Wimborne,Dorset,BH21 1PL,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81046001,"The Harvey Practice, Merley",81 Merley Lane,Merley,,Wimborne,Dorset,BH21 3BB,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81041001,Hadleigh Practice: Hadleigh Lodge Surgery,216a Wareham Road,,,Wimborne,Dorset,BH21 3LN,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
RDYG2,Cranborne Surgery,Pennys Lane,Cranborne,,Wimborne,Dorset,BH21 5QE,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81022,West Moors Village Surgery,Vernon House,164 Station Road,,West Moors,Dorset,BH22 0JB,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81621,Barcellos Family Practice,Tricketts Cross Health Centre,Corbin Avenue,,Ferndown,Dorset,BH22 8AZ,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81621001,Barcellos Family Practice: Glenmoor Road Surgery,54 Glenmoor Road,,,Ferndown,Dorset,BH22 8QF,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81002,Orchid House Surgery,St. Mary's Road,Ferndown,,Wimborne,Dorset,BH22 9HB,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81061,Penny's Hill Practice,St. Mary's Road,Ferndown,,Wimborne,Dorset,BH22 9HB,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81066,Stour Surgery,49 Barrack Road,Christchurch,,Bournemouth,Dorset,BH23 1PA,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81646,Grove Surgery,Fairmile Road,Fairmile,,Christchurch,Dorset,BH23 2FQ,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81056,Christchurch Medical Practice,1 Purewell Cross Road,,,Christchurch,Dorset,BH23 3AF,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81057,Farmhouse Surgery,1 Purewell Cross Road,,,Christchurch,Dorset,BH23 3AF,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81056003,Christchurch Medical Practice: Bransgore Medical Centre,Ringwood Road,Bransgore,,Christchurch,Dorset,BH23 8AD,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
RDYG1,Cornerways St Leonards,1 Pine Drive,St. Ives,,Ringwood,Hampshire,BH24 2LN,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81070002,Banks & Bearwood Medical Practice: Banks Medical Centre,272 Wimborne Road,,,Bournemouth,Dorset,BH3 7AT,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
RDYD8,Lake Road Surgery,Lake Road,,,Verwood,Dorset,BH31 6EH,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81030,The Verwood Surgery,15 Station Road,,,Verwood,Dorset,BH31 7PY,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
RDYMR,Pebble Lodge,49 Alumhurst Road,,,Bournemouth,Dorset,BH4 8EW,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81049,Marine & Oakridge Partnership,29 Belle Vue Road,Southbourne,,Bournemouth,Dorset,BH6 3DB,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
R0D0F,Southbourne Surgery,17 Beaufort Road,,,Bournemouth,Dorset,BH6 5BF,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81049001,Marine & Oakridge Partnership: Oakridge Surgery,1206 Christchurch Road,Boscombe,,Bournemouth,Dorset,BH7 6DY,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81067,Littledown Surgery,Harewood Crescent,Littledown,,Bournemouth,Dorset,BH7 7BU,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81021001,Shelley Manor & Holdenhurst Medical Centre: Holdenhurst Surgery,199 Holdenhurst Road,,,Bournemouth,Dorset,BH8 8DE,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81072001,Panton Practice: St Leonards Road Surgery,20 St Leonards Road,Charminster,,Bournemouth,Dorset,BH8 8QN,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81062,St Albans Medical Centre,26-28 St. Albans Crescent,Charminster,,Bournemouth,Dorset,BH8 9EW,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81633,Woodlea House Surgery,2A Bradpole Road,Strouden Park,,Bournemouth,Dorset,BH8 9NX,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
RHM10,Strouden Park Medical Practice,2A Bradpole Road,,,Bournemouth,Dorset,BH8 9NX,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81062001,St Albans Medical Centre: East Way Clinic,East Way,,,Bournemouth,Dorset,BH8 9PU,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
RDYGK,Moordown Clinic,844 Wimborne Road,,,Bournemouth,Dorset,BH9 2DS,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81039,Moordown Medical Centre,2A Redhill Crescent,,,Bournemouth,Dorset,BH9 2XF,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81626,Fordington Surgery,91-93 High Street,Fordington,,Dorchester,Dorset,DT1 1LD,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
RDYFT,Maiden Castle House,30 Maiden Castle Road,,,Dorchester,Dorset,DT1 2ER,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81016,Queens Avenue Surgery,14 Queens Avenue,,,Dorchester,Dorset,DT1 2EW,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81082,Poundbury Doctors Surgery,3 Frederick Treves House,,,Dorchester,Dorset,DT1 2FD,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81609,Prince of Wales Surgery,2 Frederick Treves House,St John Way,,Dorchester,Dorset,DT1 2FD,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81620001,Blackmore Vale Partnership: Marnhull Surgery,Church Hill,Marnhull,,Sturminster Newton,Dorset,DT10 1PU,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81620,Blackmore Vale Partnership,Sturminster Newton Medical Centre,Old Market Hill,,Sturminster Newton,Dorset,DT10 1QU,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81035,Milton Abbas Surgery,Catherines Well,Milton Abbas,,Blandford Forum,Dorset,DT11 0AT,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81035005,Milton Abbas Surgery: Milbourne St. Andrew Surgery,7 Milton Road Close,Milborne St. Andrew,,Blandford,Dorset,DT11 0JY,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81019002,Blandford Group Practice: Eagle House Surgery,White Cliff Mill Street,,,Blandford Forum,Dorset,DT11 7DQ,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
J81019001,Blandford Group Practice: Child Okeford Surgery,Upper Street,,,Child Okeford,Dorset,DT11 8EF,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
G3K4L,Ammonite Health Partnership: Maiden Newton Surgery,Pound Piece,Maiden Newton,,Dorchester,Dorset,DT2 0DB,General Practice,QVV,NHS Dorset Integrated Care Board,,,,,,,,,,,,
